Timestamp,Speaker,Text
[01:21:03],Elon Musk,"You know, the things like oil, oil, coal, gas, it's easy money."
[01:21:07],Joe Rogan,Right.
[01:21:07],Elon Musk,It's easy money. So-
[01:21:09],Joe Rogan,"Have you heard about clean coal? The president's been tweeting about it. It's got to be real. CLEAN COAL, all caps.Did you see? He used all caps. Clean coal."
[01:21:20],Elon Musk,"Well, you know, it's very difficult to put that CO2 back in the ground. It doesn't like being in solid form."
[01:21:29],Joe Rogan,Have you thought about something like that?
[01:21:29],Elon Musk,It takes a lot of energy.
[01:21:29],Joe Rogan,"Like some sort of a filter, giant building-sized filter sucks carbon out in the atmosphere? Is that possible?"
[01:21:37],Elon Musk,"No, no, it doesn't. It's not possible."
[01:21:39],Joe Rogan,No?
[01:21:39],Elon Musk,No.
[01:21:40],Joe Rogan,No?
[01:21:41],Elon Musk,"Nope, definitely not."
[01:21:41],Joe Rogan,"So, we're fucked?"
[01:21:43],Elon Musk,"No, we're not fucked. I mean, this is quite a complex question."
[01:21:50],Joe Rogan,Right.
[01:21:53],Elon Musk,"You know, we're really just -- When we -- The more carbon we take out of the ground and add to the atmosphere,and a lot of it gets permeated into the oceans, the more dangerous it is. Like I don't think right -- I think we're okayright now. We can probably even add some more but the momentum towards sustainable energy is too slow."
[01:22:16],Elon Musk,"Like there's a vast base of industry, vast transportation system. Like there's Two and a half billion cars and trucksin the world. And the new car and truck production, if it was a 100% electric, that's only about 100 million per year.So, it would take -- If you could snap your fingers and instantly turn all cars and trucks electric, it would still take 25years to change the transport base to electric. It makes sense because how long does a car and truck last before itgoes into the junkyard and gets crushed? About 20 to 25 years."
[01:23:00],Joe Rogan,"Is there a way to accelerate that process, like some sort of subsidies or some encouragement from the governmentfinancially?"
[01:23:08],Elon Musk,"Well, the thing that is going on right now is that there is an inherent subsidy in any oil-burning device. Any powerplant or car is fundamentally consuming the carbon capacity of the oceans and atmosphere, or just the atmospherefor short. So, like, you can say, okay, there's a certain probability of something bad happening past a certaincarbon concentration in the atmosphere."
[01:23:41],Elon Musk,"And so, there's some uncertain number where if we put too much carbon into the atmosphere, things overheat,oceans warm up, ice caps melt, ocean real estate becomes a lot less valuable, you know, if something'sunderwater, but it's not clear what that number is. But, definitely, scientists, it's really quite -- The scientificconsensus is overwhelming. Overwhelming."
[01:24:13],Elon Musk,"I mean, I don't know any serious scientist, actually zero, literally zero who don't think, you know, that we have quitea serious climate risk that we're facing. And so, that's fundamentally a subsidy occurring with every fossil fuelburning thing, power plants, aircraft, car frankly even rockets. I mean, rockets use up -- you know, they burn. Theyburn fuel. But there's just -- you know, with rockets, there's just no other way to get to orbit unfortunately. So, it'sthe only way."
[01:24:54],Elon Musk,"But with cars, there's definitely a better way with electric cars. And to generate the energy, do so withphotovoltaics because we've got a giant nuclear reactor in the sky called the sun. It's great. It sort of shows upevery day, very reliable. So, if you can generate energy from solar panels, store up with batteries, you can haveenergy 24 hours a day."
[01:25:21],Elon Musk,"And then, you know, you can send to the polls or in the air to the north with, you know, high voltage lines. Most ofthe northern parts of the world tend to have a lot of hydropower as well. But, anyway, all fossil fuel-powered thingshave an inherent subsidy, which is their consumption of the carbon capacity of the atmosphere and oceans."
[01:25:48],Elon Musk,"So, people tend to think like why should electric vehicles have a subsidy, but they're not taking into account that allfossil fuel-burning vehicles fundamentally are subsidized by the cost, the environmental cost to earth, but nobody'spaying for it. We are going to pay for it, obviously. In the future, we'll pay for it. It's just not paid for now."
[01:26:16],Joe Rogan,"And what is the bottleneck in regards to electric cars, and trucks, and things like that? Is it battery capacity?"
[01:26:25],Elon Musk,"Yeah. You got to scale up production. You got to make the car compelling, make it better than gasoline or dieselcars."
[01:26:34],Joe Rogan,"Make it more efficient in terms of, like, the distance it can travel? You're going to be fueling-"
[01:26:37],Elon Musk,"Yeah, you're going to be able to go far enough, recharge fast."
[01:26:40],Joe Rogan,"And your Roadster, you're anticipating 600 miles. Is that correct?"
[01:26:46],Elon Musk,"Yeah, yeah."
[01:26:47],Joe Rogan,What is it? What is that?
[01:26:48],Elon Musk,"Yeah, 600 miles."
[01:26:49],Joe Rogan,Is that right now? Like have you driven one 600 miles now?
[01:26:51],Elon Musk,"No. We could totally make one right now that would do 600 miles, but the thing is too expensive. So, like the car'sgot to-"
[01:26:58],Joe Rogan,How much more so?
[01:27:00],Elon Musk,"Well, you know, just have a chartered kilowatt hour battery pack, and you can go 600 miles as long as you're-"
[01:27:05],Joe Rogan,"Right, versus what do you have now?"
[01:27:08],Elon Musk,330-mile range. That's plenty for most people.
[01:27:11],Joe Rogan,330-mile range. And what is that mean in terms of kilowatts?
[01:27:15],Elon Musk,"Well, that would be for Model S, 100-kilowatt hour pack will do about 330 miles. Maybe 335 because some peoplehave hyper mild it to 500 miles per mile."
[01:27:27],Joe Rogan,Hyper mild it. What does that mean?
[01:27:27],Elon Musk,"Yeah, just like go on-"
[01:27:29],Joe Rogan,45 miles an hour or something?
[01:27:31],Elon Musk,"Yeah, like 30 miles an hour or so. It's like on level ground with -- You pump the tires up really well, and go on asmooth surface, and you can go for a long time. But, you know, like definitely comfortably do 300 miles."
[01:27:44],Joe Rogan,Is there any-
[01:27:44],Elon Musk,"This is fine for most people. Usually, 200 or 250 miles is fine. 300 miles is -- You don't even think about it really."
[01:27:53],Joe Rogan,"Is there any possibility that you could use solar power, solar-powered one day, especially in Los Angeles? I mean,as you said about that giant nuclear reactor, a million times bigger than Earth just floating in the sky. Is it possiblethat one day, you'll be able to just power all these cars just on solar power? I mean, we don't ever have cloudydays if we do just three of them."
[01:28:15],Elon Musk,"Well, the surface area of a car is without making the car look really blocky or having some-"
[01:28:22],Joe Rogan,Like a G wagon.
[01:28:24],Elon Musk,"Yeah, and just like if it looked a lot of surface area, or like maybe like solar panels fold out, or something-"
[01:28:29],Joe Rogan,Like your E class. That's what it needed.
[01:28:33],Elon Musk,That E type?
[01:28:33],Joe Rogan,"Yeah, the Jaguar E type with a giant long hood, that could be a giant solar panel."
[01:28:40],Elon Musk,"Well, at the beginning of Tesla, I did want to have this like unfolding solar panel thing. They'd press a button, and itwould just like unfold these solar panels, and like charge/recharge your car in the parking lot. Yeah, we could dothat, but I think it's probably better to just put that on your roof."
[01:28:56],Joe Rogan,"Right, yeah."
[01:28:56],Elon Musk,"And then, it's going to -- It should be facing the sun all the time because like-"
[01:29:00],Joe Rogan,What car have that on the roof?
[01:29:00],Elon Musk,"Otherwise, your car could be in the shade. You know, it could be in the shade, it could be in a garage, or somethinglike that."
[01:29:03],Joe Rogan,Right.
[01:29:04],Elon Musk,Yeah.
[01:29:04],Joe Rogan,"Didn't the Fisker have that on the roof? The Fisker Karma New Generation for -- I believe, it was only for the radio.Is that correct?"
[01:29:14],Elon Musk,"Yeah, I mean, but I think it could like recharge like two miles a day or something."
[01:29:17],Joe Rogan,Did you laugh when they started blowing up when they get hit with water? Do you remember what happened?
[01:29:22],Elon Musk,They got what?
[01:29:24],Joe Rogan,"Yeah, they had a dealership or-"
[01:29:27],Elon Musk,Oh yeah.
[01:29:27],Joe Rogan,The Fisker Karmas were parked-
[01:29:29],Elon Musk,Is that like that with a flood in Jersey?
[01:29:31],Joe Rogan,"Yes, yes."
[01:29:32],Elon Musk,Yeah.
[01:29:32],Joe Rogan,"When the hurricane came in, they got overwhelmed with water, and they all started exploding. There's a fuckinggreat video of it. Did you watch the video?"
[01:29:39],Elon Musk,"I didn't watch the video, but I did see -- It's like some picture of the aftermath."
[01:29:44],Joe Rogan,"If I was you, I'd be naked, lubed up, watch that video, laugh my ass off. They all blow up. They got wet, and theyblew up. That's not good."
[01:29:52],Elon Musk,"Yeah, we made our battery waterproof, so that doesn't happen. Actually-"
[01:29:54],Joe Rogan,Smart move.
[01:29:56],Elon Musk,"Yeah, there was a guy in Kazakhstan that -- I think it was Kazakhstan that he just boated through a tunnel, anunderwater tunnel, like a flooded tunnel, and just turned the wheels to steer, and pressed the accelerator, and itjust floated through the tunnel."
[01:30:14],Joe Rogan,Wow.
[01:30:14],Elon Musk,"And he steered around the other cars. I mean, like-"
[01:30:17],Joe Rogan,That's amazing.
[01:30:17],Elon Musk,It's on the internet.
[01:30:19],Joe Rogan,"What happens if your car gets a little sideways, like if you're driving in snow? Like what if you're driving, if you'reautopilot is on, and you're in like Denver, and it snows out, and your car gets a little sideways, does it correct itself?Does that-"
[01:30:34],Elon Musk,Oh yeah. It's got great traction control.
[01:30:36],Joe Rogan,"But does it know how to like correct? You know how, like, when your Ascend-"
[01:30:39],Elon Musk,"Oh yeah, sure."
[01:30:39],Joe Rogan,"... kicks, you know how to counter steer?"
[01:30:42],Elon Musk,"Oh, yeah. No, it's really good."
[01:30:43],Joe Rogan,It knows how to do it?
[01:30:44],Elon Musk,Yeah.
[01:30:45],Joe Rogan,Whoa.
[01:30:45],Elon Musk,It's pretty crazy.
[01:30:46],Joe Rogan,That's pretty crazy.
[01:30:47],Elon Musk,Yeah.
[01:30:48],Joe Rogan,"So, like if you're going sideways, it knows how to correct itself?"
[01:30:53],Elon Musk,It generally won't go sideways.
[01:30:55],Joe Rogan,It won't?
[01:30:55],Elon Musk,No.
[01:30:56],Joe Rogan,Why not?
[01:30:56],Elon Musk,It will correct itself before it goes sideways.
[01:30:58],Joe Rogan,Even in black eyes?
[01:31:01],Elon Musk,"Yeah. There's videos where you could see the car, the traction-"
[01:31:06],Joe Rogan,Not alone.
[01:31:06],Elon Musk,Traction control system is very good. It makes you feel like Superman. It's great. You like feel like you can -- Likeit's -- It will make you feel like this incredible driver.
[01:31:19],Joe Rogan,I believe it.
[01:31:20],Elon Musk,Yeah.
[01:31:20],Joe Rogan,"Now, how do you program that?"
[01:31:21],Elon Musk,We do have testing on like an ice lake in Sweden.
[01:31:25],Joe Rogan,Oh really?
[01:31:25],Elon Musk,"Yeah. And like Norway, and Canada, and a few other places."
[01:31:28],Joe Rogan,Porsche does a lot of that too? They do-
[01:31:30],Elon Musk,They did it as well?
[01:31:31],Joe Rogan,"They do a lot of their -- They do some of their driver training school on these frozen surfaces. So, you're just -- Thecar is going sideways whether you like it or not. And you have to learn how to slide into corners, and how do wetest."
[01:31:45],Elon Musk,Yeah. Electric cars have really great traction control because the reaction time is so fast.
[01:31:50],Joe Rogan,Right.
[01:31:50],Elon Musk,"Sort of like where you're gassing a car, you've got a lot of latency. It takes a while for the engine to react, but forelectric motors, incredibly precise. That's why you're like -- You imagine like if you had like a printer or something,you wouldn't have a gasoline engine printer. That would be pretty weird or like a surgical device. It's going to be anelectric motor on the surgical device on the printer. Gasoline engine's going to be just chugging away. It's not goingto have the reaction time."
[01:32:28],Elon Musk,"But to an electric motor, it's operating at the most second level. So, it can turn on and off traction within, like,inches of getting on the onus. Like, let's say, you're driving on a patch of ice, it will turn traction off, and then turn iton a couple inches right after the ice, like a little patch of ice because in the frame of the electric motor, you'removing incredibly slowly. You're like a -- You're a snail. You're just moving so slowly because it can see at athousand frames a second. And so, it's like, say, one Mississippi. It just thought about it things a thousand times."
[01:33:12],Joe Rogan,"So, it's to realize that your wheels are not getting traction. It understands there's some slippery surface that you'redriving on."
[01:33:18],Elon Musk,Yes.
[01:33:18],Joe Rogan,And it makes adjustments in real time.
[01:33:21],Elon Musk,"Yes, in milliseconds."
[01:33:23],Joe Rogan,That would be so much safer than a regular car.
[01:33:26],Elon Musk,"Yes, it is."
[01:33:27],Joe Rogan,"Just that alone, for loved ones, you'd want them to be driving your car."
[01:33:32],Elon Musk,Yes. The-
[01:33:33],Joe Rogan,"Or on board. Fuck motors. Dude, fuck regular motors."
[01:33:37],Elon Musk,"That S, X, and 3 have the lowest probability of injury of any cars ever tested by the US government."
[01:33:46],Joe Rogan,Whoa.
[01:33:47],Elon Musk,"So, this -- Yeah, but it's pretty fun. It's pretty crazy. Like we -- You know, people still sue us like they'll have likesome accident at 60 miles an hour where they'd like twisted an ankle, and they slipped. Like they will be dead inanother car, they still sue us."
[01:34:04],Joe Rogan,"But that's to be expected, isn't it?"
[01:34:05],Elon Musk,It is to be expected.
[01:34:07],Joe Rogan,"Do you take that into account with like the same sort of fatalistic, you know, undertones to sort of just go, ""You'vegot to just let it go. This is what people do."""
[01:34:20],Elon Musk,I tell you I've got-
[01:34:20],Joe Rogan,This is what it is.
[01:34:21],Elon Musk,"... Quite a lot of respect for the justice system. Judges are very smart. And they see -- they've -- as like I haven't. Sofar, I've found judges to be very good at justice because like what -- and juries are good too. Like, they're actuallyquite good. You know, people -- You know, you read about like occasional errors in the justice system. Let me tellyou, most the time, they're very good."
[01:34:47],Elon Musk,"And like the other guy mentioned who fell asleep in the car, and he rode over a cyclist. And that was whatencouraged me to get autopilot out as soon as possible. That guy sued us."
[01:35:02],Joe Rogan,He sued you for falling asleep?
[01:35:05],Elon Musk,Yes. I'm not kidding. He blamed it on the new car smell.
[01:35:10],Joe Rogan,What?
[01:35:11],Elon Musk,Yes.
[01:35:11],Joe Rogan,He blamed him falling asleep on your new car smell. Does someone that's a lawyer-
[01:35:17],Elon Musk,This is a real thing that happened.
[01:35:18],Joe Rogan,Someone that's a lawyer that thought that through in front of his laptop before he wrote that up.
[01:35:23],Elon Musk,"Yes, he got a lawyer, and he sued us, and the judge was like, ""This is crazy. Stop bothering me. No."""
[01:35:31],Joe Rogan,Thank God.
[01:35:32],Elon Musk,Yes.
[01:35:32],Joe Rogan,Thank God. Thank God there's a judge out there with a brain.
[01:35:35],Elon Musk,"I tell you, judges are very good."
[01:35:38],Joe Rogan,Some of them.
[01:35:38],Elon Musk,I have a lot of-
[01:35:38],Joe Rogan,What about that judge that sent all these boys up the river in Pennsylvania who was selling those kids out? Youknow about that story?
[01:35:45],Elon Musk,Nope.
[01:35:46],Joe Rogan,Judge was selling young boys to prisons. He was like literally-
[01:35:51],Elon Musk,What?
[01:35:51],Joe Rogan,"Yeah, literally, under bribes for -- He was-"
[01:35:54],Elon Musk,Was this an elected judge or-
[01:35:56],Joe Rogan,He was-
[01:35:56],Elon Musk,Because sometimes you have a judge that's like actually a politician.
[01:36:00],Joe Rogan,"No, he was a elected judge. This is a very famous story."
[01:36:03],Elon Musk,Okay.
[01:36:04],Joe Rogan,"He's in jail right now, I think, for the rest of his life. And he put away -- He would take like a young boy who woulddo something like steal something from a store, and he would put them in detention for, you know, five years.Something ridiculous egregious. And they investigated his history. And they found out that he was literally beingpaid off. Was it by private prisons? Is that what the the deal was? There was some sort of -- But, anyway, this judgeis-"
[01:36:30],Jaime,"Actually, two judges."
[01:36:31],Joe Rogan,Two judges?
[01:36:32],Jaime,"Two judges. Kids for cash scandals, let's call them."
[01:36:33],Joe Rogan,Yeah.
[01:36:33],Jaime,"2008, yeah. Common pleas judges. So, I think they are elected."
[01:36:39],Joe Rogan,And who was paying them? Someone -- It proven to the point where they're in jail now that someone was payingthem to put more asses in the seats in these private prisons.
[01:36:55],Jaime,It's like a million-dollar payment to put them in a youth center builder.
[01:36:57],Joe Rogan,A million-dollar payment?
[01:36:59],Jaime,Yeah.
[01:36:59],Elon Musk,I do think these private prisons thing is-
[01:37:01],Joe Rogan,Someone business.
[01:37:02],Elon Musk,... creating a bad incentive.
[01:37:03],Joe Rogan,It's dark.
[01:37:03],Elon Musk,"Right, yes. But, I mean, that judge is in prison."
[01:37:09],Joe Rogan,Thank God.
[01:37:09],Elon Musk,"Yes, but for people who think perhaps the justice system consists entirely of judges like that, I want to assure you-"
[01:37:17],Joe Rogan,No.
[01:37:17],Elon Musk,... this is not the case. The vast majority of judges are very good.
[01:37:20],Joe Rogan,I agree.
[01:37:21],Elon Musk,"And they care about justice, and they could have made a lot more money if they wanted to be a trial lawyer. Andinstead, they cared about justice, and they made less money because they care about justice. And that's whythey're judges."
[01:37:31],Joe Rogan,I feel that same way about police officers.
[01:37:33],Elon Musk,Yes.
[01:37:33],Joe Rogan,"I feel like there's so many interactions with so many different people with police officers that the very few thatstand out that are horrific, we tend to look at that like, ""This is evidence that police are all corrupt."" And I thinkthat's crazy."
[01:37:47],Elon Musk,No. Most police are very honest.
[01:37:49],Joe Rogan,Yes.
[01:37:51],Elon Musk,And like the military-
[01:37:54],Joe Rogan,Like they have an insanely-
[01:37:55],Elon Musk,... personnel that I know-
[01:37:56],Joe Rogan,Yes.
[01:37:56],Elon Musk,"... are very honorable, ethical people."
[01:37:58],Joe Rogan,Yes.
[01:37:58],Elon Musk,And much more honorable and ethical than the average person. That's my impression.
[01:38:02],Joe Rogan,I agree. That's my impression as well.
[01:38:03],Elon Musk,"And that's not to suggest that we be complacent and assume everyone is honest and ethical. And, obviously, ifsomebody is given a trusted place in society, such as being a police officer or a judge, and they are corrupt, thenwe must be extra vigilant against such situations-"
[01:38:20],Joe Rogan,Yes.
[01:38:20],Elon Musk,... and take action. But we should not think that this is somehow broadly descriptive of people in that profession.
[01:38:26],Joe Rogan,"I couldn't agree more. I think there's also an issue with one of the things that happens with police officers,prosecutors, and anyone that's trying to convict someone or arrest someone is that it becomes a game. And ingames, people want to win."
[01:38:41],Elon Musk,Yeah.
[01:38:41],Joe Rogan,"And sometimes, people cheat."
[01:38:42],Elon Musk,"Yes, yes. I mean, you know, if you're a prosecutor, you should not always want to win. There are times when youshould like, ""Okay. I just should not want to win this case."" And then, you know, like just pass on that case.Sometimes, people want to win too much. That is true."
[01:39:00],Elon Musk,"I think, also, it becomes tough. If you're like a district attorney, you know, you tend to sort of see a lot of criminals.And then, your view of the world can get negatively."
[01:39:14],Joe Rogan,Yes.
[01:39:14],Elon Musk,"You know, have a negative -- You know, you can have a negative view of the world because, you know, you're justinteracting with a lot of criminals. But, actually, most of society is not to consist of criminals."
[01:39:25],Joe Rogan,Right.
[01:39:26],Elon Musk,"And I, actually, had this conversation at dinner several years ago with, I guess, it's Tony. I was like, ""Man, it must,sometimes, seem pretty, pretty dark because, you know, man, there's some terrible human beings out there. Andhe was like, ""Yup."" And he was like dealing with some case, which consisted of a couple of old ladies that would runpeople over somehow for insurance money. It was rough. Like, ""Wow, that's pretty rough."" It's like hard to maintainfaith in humanity if you're a district attorney, but, you know, it's only a few percent of society that are actually bad."
[01:40:07],Elon Musk,"And then if you go to the worst, say 0.1% of society are the worst, one in a thousand, one in a million, you know.Like how bad is the millionth worst person in the United States? Pretty damn bad. Like damn evil."
[01:40:22],Joe Rogan,"Yeah,"
[01:40:22],Elon Musk,"Like the millionth, well, one in a million of evil is so evil, people cannot even conceive of it. But there's 330 millionpeople in the United States. So, that's 330 people out there somewhere. But by the same token, there's also 330people who are incredible angels and unbelievably good human beings."
[01:40:49],Joe Rogan,Yeah.
[01:40:49],Elon Musk,On the other side.
[01:40:50],Joe Rogan,"But because of our fear of danger, we tend to -- our thoughts tend to gravitate towards the worst-case scenario."
[01:40:57],Elon Musk,Yes.
[01:40:57],Joe Rogan,"And we want to frame that. And that's one of the real problems with prejudice, whether it's prejudice towardsdifferent minorities, or prejudice towards police officers, or anything, it's like we want to look at the worst-casescenario and say, ""This is an example of what this is all about.""."
[01:41:13],Joe Rogan,"And you see that even with people, how they frame genders. Some men frame women like that. They get ripped offby a few women, and they said, ""All women are evil."" Some women get fucked over by a few men, ""All men areshit."" And this is very toxic."
[01:41:27],Elon Musk,It is.
[01:41:27],Joe Rogan,"And it's also -- It's a very unbalanced way of viewing the world, and it's very emotionally-based, and it's based onyour own experience, your own anecdotal experience. And it can be very influential to the people around you, andit's just it's a dangerous way. It's a dangerous thought process and pattern to promote."
[01:41:47],Elon Musk,"It is. It is a very dangerous, but I really think, you know, people should give other people the benefit of the doubtand assume that they are good until proven otherwise. And, I think, really, most people are actually pretty goodpeople. Nobody's perfect."
[01:42:04],Joe Rogan,They have to be.
[01:42:05],Elon Musk,Yes.
[01:42:05],Joe Rogan,If you think of vast numbers of us that are just interacting with each other constantly-
[01:42:10],Elon Musk,Yeah.
[01:42:10],Joe Rogan,... we have to be better than we think we are.
[01:42:12],Elon Musk,"Yes. I mean, like-"
[01:42:13],Joe Rogan,There's no other way.
[01:42:14],Elon Musk,"I mean, here are these weapons but how many times, like, nobody's presumably try to murder you and you're-"
[01:42:18],Joe Rogan,Nobody yet.
[01:42:18],Elon Musk,"Yes, nobody. It's like the sword right there."
[01:42:20],Joe Rogan,"Not the flamethrower, fake flamethrower here-"
[01:42:22],Elon Musk,Exactly.
[01:42:22],Joe Rogan,"It's not a flamethrower. Now, we've got a real problem, I'm going to put it on that side to him and leave it for theguests."
[01:42:27],Elon Musk,Yeah.
[01:42:28],Joe Rogan,"I'm like, ""Look, man, if I say something that fucked up, it's right there."""
[01:42:31],Elon Musk,It will liven things up for sure. It's guaranteed to make any party better.
[01:42:36],Joe Rogan,"Yeah. Well, that's -- I mean, that's the armed civilization theory, right. An armed community is safe and politecommunity."
[01:42:48],Elon Musk,"You know, in Texas, it's kind of true. Yeah. I mean-"
[01:42:53],Joe Rogan,"People in Texas are super polite. Therefore, they've got a gun."
[01:42:55],Elon Musk,Yes. Don't make somebody angry.
[01:43:00],Joe Rogan,Yeah.
[01:43:00],Elon Musk,We don't know what's going to happen.
[01:43:01],Joe Rogan,"Yeah, it's a good move."
[01:43:03],Elon Musk,Yeah.
[01:43:03],Joe Rogan,"Piss people off, and everybody are going to have a gun."
[01:43:05],Elon Musk,Yeah.
[01:43:06],Joe Rogan,You're off to just let that guy get in your lane.
[01:43:08],Elon Musk,"Yeah, yeah. You know, we got a big test site in Central Texas near Waco."
[01:43:15],Joe Rogan,Oh yeah? Beautiful.
[01:43:16],Elon Musk,"Yes, Space X in McGregor. It's about 15 minutes away from Waco."
[01:43:20],Joe Rogan,That's close to where Ted Nugent lives.
[01:43:22],Elon Musk,It is?
[01:43:23],Joe Rogan,Shout out to Ted Nugent.
[01:43:24],Elon Musk,"Okay, cool."
[01:43:26],Joe Rogan,Yeah.
[01:43:27],Elon Musk,"Yeah, there's -- You know, we have lots of fire, and loud explosions, and things, and people-"
[01:43:31],Joe Rogan,I bet.
[01:43:31],Elon Musk,... they are cool with it.
[01:43:32],Joe Rogan,They don't give a fuck out there.
[01:43:33],Elon Musk,They're very supportive.
[01:43:34],Joe Rogan,"Yeah. You can buy fireworks where, you know, your kids go to school."
[01:43:38],Elon Musk,"Yeah. You know, it's dangerous."
[01:43:42],Joe Rogan,"Yeah, but it's free."
[01:43:43],Elon Musk,It's free.
[01:43:44],Joe Rogan,There's something about Texas-
[01:43:45],Elon Musk,Exactly.
[01:43:45],Joe Rogan,"... that's very enticing because of that. It is dangerous, but it's also free."
[01:43:49],Elon Musk,Right.
[01:43:50],Joe Rogan,Yeah.
[01:43:51],Elon Musk,Yeah. I kind of like Texas actually.
[01:43:53],Joe Rogan,"I prefer it over places that are more restrictive but more liberal because you could always be liberal. Like justbecause things are free and just because you have a certain amount of, you know, right wing type characters, itdoesn't mean you have to be that way, you know."
[01:44:09],Elon Musk,No.
[01:44:09],Joe Rogan,"And, honestly, there's a lot of those people that are pretty fucking open minded and let you do whatever you wantto do."
[01:44:14],Elon Musk,Right.
[01:44:14],Joe Rogan,As long as you don't bother them.
[01:44:17],Elon Musk,"Yeah, exactly."
[01:44:18],Joe Rogan,"That's my hope right now with the way we're able to communicate with each other today and how radicallydifferent it is than generations past because we all -- Just, the dust settles. We all realize, like what you're sayingthat most people are good."
[01:44:34],Jaime,Most people are good.
[01:44:35],Joe Rogan,The vast majority?
[01:44:36],Elon Musk,"Yes. I think if you give people the benefit of doubt, for sure."
[01:44:39],Joe Rogan,I think you're right. You know who could help with that? Mushrooms.
[01:44:44],Elon Musk,Mushrooms.
[01:44:44],Joe Rogan,Don't you think?
[01:44:46],Elon Musk,They're delicious.
[01:44:47],Joe Rogan,"Yeah, right."
[01:44:48],Elon Musk,Yeah.
[01:44:48],Joe Rogan,They're good for you too.
[01:44:50],Elon Musk,Yeah.
[01:44:50],Joe Rogan,"All of them. All kinds of them. What do you see in terms of, like, when you think about the future of your companies,what do you see is like bottlenecks? Want some more of this?"
[01:45:03],Elon Musk,Sure. Thank you.
[01:45:06],Joe Rogan,What do you see in terms of like bottlenecks of things that are holding back innovation? Is it regulatorycommissions and people that don't understand the technology that are influencing policy? Like what couldpotentially be holding you guys back right now? Is there anything that you would change?
[01:45:29],Elon Musk,"Yeah, that's a good question. You know, I wish politicians were better at science. That would help a lot."
[01:45:40],Joe Rogan,That's a problem.
[01:45:42],Elon Musk,Yes.
[01:45:42],Joe Rogan,There's no incentive for them to be good at science.
[01:45:45],Elon Musk,"There isn't. Actually, you know, they're pretty good at science in China, I have to say."
[01:45:52],Joe Rogan,Yeah?
[01:45:52],Elon Musk,"Yeah. The mayor of Beijing has, I believe, an environmental engineering degree, and the deputy mayor has aphysics degree. I met them, And Mayor says, ""Shanghai is really smart and-""."
[01:46:04],Joe Rogan,"You're up on technology. What do you think about this government policy of stopping use of Huawei phones? Andthere's something about the the worry about spying. I mean, from what I understand from real tech people, theythink it's horseshit."
[01:46:23],Elon Musk,Oh I-.
[01:46:24],Joe Rogan,Like phones.
[01:46:24],Elon Musk,I don't know. I don't know.
[01:46:26],Joe Rogan,"Like the government say, ""Don't you buy Huawei phones."" Are you up on that at all? No? Should we just abandonthis idea?"
[01:46:35],Elon Musk,"Well, I think, like, I guess, if you have like top secret stuff, then you want to be pretty careful about what hardwareyou use. But, you know, like most people do not have top secret stuff."
[01:46:48],Joe Rogan,Right.
[01:46:48],Elon Musk,"And, like, nobody really cares what porn you watch like, you know."
[01:46:51],Joe Rogan,"Right, yeah."
[01:46:53],Elon Musk,"It's like nobody actually cares, you know. So-."
[01:46:56],Joe Rogan,"If they do, that's kind of them."
[01:46:59],Elon Musk,Yeah.
[01:46:59],Joe Rogan,It's just like-
[01:47:00],Elon Musk,"National spy agencies do not give a rat's ass which porn you watch. They do not care. So, like, what secrets does anational spy agency have to learn from the average citizen? Nothing."
[01:47:15],Joe Rogan,"Well, that's the argument against the narrative. And the argument by a lot of these tech people is that the realconcern is that these companies, like Huawei, are innovating at a radical pace, and they're trying to stop themfrom integrating into our culture and letting this. Like right now, they're the number two cell phone manufacturer inthe world."
[01:47:35],Elon Musk,Okay.
[01:47:36],Joe Rogan,"Samsung is number one. Huawei is number two. Apple is now number three. They surpassed Apple as number two.And the idea is that this is all taking place without them having any foothold whatsoever in America. There's nocarriers that have their phones. You have to buy their phones unlocked through some sort of a third party, and thenput-"
[01:47:55],Elon Musk,Okay.
[01:47:56],Joe Rogan,"And the worry is, you know, that these are somehow another controlled by the Chinese government. TheCommunist Chinese government is going to distribute these phones. And I don't know if the worry's economicinfluence or they'll have too much power. I don't know what it is. Are you paying attention on any of this?"
[01:48:15],Elon Musk,Not really.
[01:48:15],Joe Rogan,No?
[01:48:16],Elon Musk,"I don't think we should worry too much about Huawei phones, you know. Maybe, you know, a national securityagency shouldn't have Huawei phones. Maybe that's a question mark. But I think for the average citizen, thisdoesn't matter. Just like no, they're not. I'm pretty sure the Chinese government does not care about the goings ofthe average American citizen."
[01:48:40],Joe Rogan,"Is there a time where you think that there will be no security, it will be impossible to hold back information thatwhatever bottleneck we'll let go, we're going to give in? That whatever bottleneck between privacy and ultimateinnovation will have to be bridged in order for us to achieve the next level of technological proficiency that we'rejust going to abandon it, and there'll be no security, no privacy?"
[01:49:10],Elon Musk,Do people want privacy? Because they seem to put everything on the internet. Practically-.
[01:49:13],Joe Rogan,"Well, right now, they are confused, but when you're talking about your Neuralink, and this this idea that one day,we're going to be able to share information, and we're going to be some sort of a thing that's symbioticallyconnected?"
[01:49:26],Elon Musk,Yeah. I think we really worry about security in that situation
[01:49:30],Joe Rogan,And when-
[01:49:30],Elon Musk,For sure. That's like security will be paramount.
[01:49:32],Joe Rogan,Sure.
[01:49:32],Elon Musk,Yeah.
